Id;Date;Auteur;Titre;Langue
300159607;2013-02;에릭아리핀;유해 물질의 제거 및 검출을 위한 마이크로 및 나노 사이즈 실리카 복합 소재 합성;
83595852;2017-01-01;Nadia Fucci and C. P. Campobasso and L. Mastrogiuseppe and C. Puccinelli and S. Marcheggiani and L. Mancini and L. Marino and Vincenzo Lorenzo (ORCID:0000-0001-6520-5224) Pascali;Diatoms in drowning cases in forensic veterinary context: a preliminary study;
22942502;1994;John R. Olds;System Sensitivity Analysis Applied to the Conceptual Design of a Dual-Fuel Rocket SSTO;
199467834;2019-02;Ji Eun Kim;Extraordinary Radical Scavenging of Transition Metal Dichalcogenides through Defect-Mediated Hydrogen Atom Transfer;
163091350;2010-01-01;M. Abu Affan and M.A. Salam and I. Jusoh and S.W. Ng and E.R.T. Tiekink;Aquachlorido{2-[2-(cyclohexylcarbamothioyl-kappa S)hydrazinylidene-kappa N-1]propanoato(2-)}phenyltin(IV);
71272838;2011-05-01;Dita Brigitte Curgus and NM)  Albuquerque  Karina (Sandia National Laboratories Munoz-Ramos and Joseph William Pratt and NM)  Albuquerque  Abbas Ali (Sandia National Laboratories Akhil and Leonard E. Klebanoff and NM)  Albuquerque  Benjamin L. (Sandia National Laboratories Schenkman;Proton exchange membrane fuel cells for electrical power generation on-board commercial airplanes.;
286908609;2011-01-01;Cornelius Coenraad Wilhelm Scheepers;Physiological and biochemical constraints on photosynthesis of leguminous plants induced by elevated ozone in open–top chambers;
39997033;2013-01-01;Chandan PATEL and Françoise DELBECQ;Simulations moléculaires hybrides de lésions complexes oxydantes de l'ADN;
155350427;2008;高秀香 and 齐剑 and 赵梅仙 and 涂光中 and 安东各 and 徐怡庄 and 吴瑾光;A study on the NMR spectrum of methyl-ofloxacin;
322313902;1982-01-01;THOMAS JOSEPH REID;THE THREE-DIMENSIONAL STRUCTURE OF BEEF LIVER CATALASE AT 2.5 ANGSTROMS RESOLUTION;
197998735;2016-01-01;Emma Adams;Catalytic formation of ammonia from nitric oxide;
229196949;2015-08-01;Hanan Altabbakh and Mohammad A. AlKazimi and Susan L. Murray and Katie Grantham;Safety Awareness: Identifying a Need for Undergraduate Engineering Students;
78056336;2014-01-01;Ph. D. Massachusetts Institute of Technology  Hyomin Lee;Poly(vinyl alcohol) based hydrogen-bonded multilayers : from pH-controlled multi-stage dissolution to zwitter-wettable surfaces;
70630509;;邱婉婷 and Wan-Ting Chiou;Treatment of diesel-contaminated soil by different oxidants coupled with bioremediation;
40272993;2002-01-01;Erwann FOURMOND and André LAUGIER;Développement de techniques de dépôt plasma et photo assistées pour la réalisation de couches antireflets passivantes en SiNx:H sur silicium multicristallin pour applications photovoltaïques;
275800386;2019-01-01;Andromachi Papagianni and Mavroudis Kavvalos and Ioanna Aslanidou and Konstantinos Kyprianidis and Anestis Kalfas;Conceptual Design of a Hybrid Gas Turbine - Solid Oxide Fuel Cell System for Civil Aviation;
249428276;2016-08-08;F. Nassoy and M. Pinault and J. Descarpentries and Mayne-L&apos;Vertically aligned carbon nanotubes growth on aluminum substrates at low temperature;
46918412;2009-01-01;Anna Katinka Petersen;Atmospheric trace gas measurements in the tropics;
196193812;2011;Caroline Häggström;Synthesis gas from black liquor : trace components and methanol synthesis;
81004818;2011-01-01;Caroline Häggström;Synthesis gas from black liquor : trace components and methanol synthesis;
36160326;2014-06-13;Diego Feroldi;Control and design of PEM fuel cell-based systems;
154849896;2009-06;Ratan Joarder;Demonstration Of Supersonic Combustion In A Combustion Driven Shock-Tunnel;
55194576;2005;P. Chiesa and S. Consonni and T. Kreutz and R. Williams;Co-production of hydrogen, electricity and CO2 from coal with commercially ready technology. Part A: Performance and emissions;
11768586;2011-01-01;M. Méheust and K. Fahl and Rüdiger Stein;Modern spatial variability of surface water characteristics and terrigenous input in the North Paciﬁc and Bering Sea: Reconstruction from biomarker data in surface sediments;
46060929;2014-12-04;K. Dostert and C. O'Brien and W. Riedel and A. Savara and W. Liu and M. Oehzelt and A. Tkatchenko and S. Schauermann;Interaction of Isophorone with Pd(111): A Combination of Infrared Reflection–Absorption Spectroscopy, Near-Edge X-ray Absorption Fine Structure, and Density Functional Theory Studies;
26542611;2013-03-01;Hai-Ming Chen and Xiang-Jie Zhao and Lin Li and Zhi-Yong Xiong;Diaquabis(1H-imidazole-4-carboxylato-&#954,2N3,O4)manganese(II);
224568267;2015-10-16;Morteza Taiebat and Hoda Talebian and Farrokh Sassani and Walter Mérida;Renewable Energy, Infrastructure and GHG Implication of Electrified Transportation: Metro Vancouver Case Study;
196241294;2019-01-01;Andreas G. Hotes and Klaus-Jürgen Schwahn and Henrike Fabienke;Betrachtung von neuartigen Antriebs- und Kraftstoffkonzepten mit dem Ziel der Konzeption ­einer Hybridtankstelle für den Flugplatz Schönhagen für die Versorgung von Luftfahrzeugen mit nachhaltigen Kraftstoffen;
232701054;2017-05-17;Richard Ballantyne;Analysis of stellar accretion of pre-main sequence stars;
145219073;2017-12-01;Mélina Odorowski and Christophe Jégou and Laurent De Windt and Véronique Broudic and Gauthier Jouan and Sylvain Peuget and Christelle Martin;Effect of metallic iron on the oxidative dissolution of UO2 doped with a radioactive alpha emitter in synthetic Callovian-Oxfordian groundwater;
144316123;2014;Kristina Lang and Andreas (Prof. Dr.) Brune;Diversity, ultrastructure, and comparative genomics of “Methanoplasmatales”, the seventh order of methanogens;
23164437;2009;Hossein Aghabozorg and A Jafar Attar Gharamaleki and Mahdieh Parvizi A and Zohreh Derikv;hexahydrate;
26246252;2010-01-01;Hossein Aghabozorg and Jafar Attar Gharamaleki and Mahdieh Parvizi and Zohreh Derikvand;Diacridinium trans-diaquabis(pyrazine-2,3-dicarboxylato)cobaltate(II) hexahydrate;
301105783;2011-05-01;Zaira Adila Zaira Adila Zakaria;Superstructure Optimization for Biohydrogen Production from Biomass via Pyrolysis;
102823170;2015-10-24;Jeong Park and Sung-cho Kim and Sang-in Keel and Dong-soon Noh and Chang-bo Oh and Dabin Chung;Int. J. Energy Res. 2004, 28:1075–1088 (DOI: 10.1002/er.1016) Effect of steam addition on flame structure and NO formation in H2–O2–N2 diffusion flame;
3388919;1968-11;E. Weiss and E. M. Neptune and R. W. Gaugler;Influence of Gas Environment on Catabolic Activities and on Reoxidation of Reduced Nicotinamide Adenine Dinucleotide Phosphate in Chlamydia;
13628523;2003-01-01;Kanad Das;Recognition in polymeric media: From molecular imprinting to soluble polymers;
287416422;2015-01-01;Svetlana E. Kulkova and Sergey S. Kulkov and S. Hocker and Siegfried Schmauder and Alexander V. Bakulin;Influence of interstitial impurities on the Griffith work in Ti-based alloys;
199269660;2017-01-01;B SHARMA and R KAR and AR PAL and RK SHILPA and RO DUSANE and DS PATIL and SR SURYAWANSHI and MA MORE and S SINHA;Role of hydrogen diffusion in temperature-induced transformation of carbon nanostructures deposited on metallic substrates by using a specially designed fused hollow cathode cold atmospheric pressure plasma source;
210821365;2016-06-21;T. Wagner and U. Ermler and S. Shima;MtrA of the sodium ion pumping methyltransferase binds cobalamin in a unique mode;
223029119;2002-05-01;Emmanuel Cosme and Christophe Genthon and Patricia Martinerie and Olivier Boucher and Maï Pham;High-southern latitudes sulfur cycle in an Atmospheric General Circulation Model;
71302443;2006-06-07;Tom Abel and John H. Wise and Menlo Park /KIPAC and Greg L. Bryan and Astron. Astrophys. /Columbia U.;The H II Region of a Primordial Star;
142773264;2015-11-26;K Begcy and ED Mariano and L Mattiello and AV Nunes and P Mazzafera and IG Maia and M Menossi;An Arabidopsis Mitochondrial Uncoupling Protein Confers Tolerance to Drought and Salt Stress in Transgenic Tobacco Plants;
161400959;2018-09-24;Emilie Spasov;Ammonia-oxidizing archaea and complete ammonia-oxidizing bacteria in a municipal wastewater treatment plant;
224842647;2019-07-23;J. Mielby and J. O. Abildstrom and Susana Pérez Ferreras and Soren B. Rasmussen and Soren Kegnaes;Formation of pyridine N-oxides using mesoporous titanium silicalite-1;
147330939;2013-03-18;M. Kobayashi and S. Morita and M. Goto and Y. Feng;Measurements of hydrogen/impurity emission distribution in the stochastic layer of LHD and comparison with fluid plasma transport model in attached and detached divertor plasma;
37500704;2012;Jose J. Linares and Cassandra Sanches and Valdecir A. Paganin and Ernesto R. Gonzalez;Poly(2,5-bibenzimidazole) Membranes: Physico-Chemical Characterization Focused on Fuel Cell Applications;
147773831;2012;Jose J. Linares and Cassandra Sanches and Valdecir A. Paganin and Ernesto R. Gonzalez;Poly(2,5-bibenzimidazole) Membranes: Physico-Chemical Characterization Focused on Fuel Cell Applications;
131994308;2017-08-01;Stéphane Caux and Yacine Gaoua and Pierre Lopez;A combinatorial optimisation approach to energy management strategy for a hybrid fuel cell vehicle;
67570862;2012-10-27;Blaž Jaklič;Use of alternative energy sources within traffic;
89471939;2015-10-01;Amira Derbel and Tahar Mhiri and Mohsen Graia;Etude structurale et vibrationnelle d'un nouveau composé complexe de cobalt: [Co(imidazole)4Cl]Cl;
104827117;2012;Mo K Radiation;Experimental;
376399750;2016-07-13;Daisuke Kiriya and Peter Lobaccaro and Hnin Yin Yin Nyein and Peyman Taheri and Mark Hettick and Hiroshi Shiraki and Carolin M. Sutter-Fella and Peida Zhao and Wei Gao and Roya Maboudian and Joel W. Ager and Ali Javey;General Thermal Texturization Process of MoS_2 for Efficient Electrocatalytic Hydrogen Evolution Reaction;
108483549;2016-09-26;J E Allen and F W Armstrong and R M Denning;Evolution of aviation and propulsion systems: the next fifty years;
26012705;2010-05-01;Lei Zhu and Dabin Wang and Hongyan Xu;Tetraaquabis[4-(imidazol-1-yl-&amp,#954,N3)benzoato]manganese(II);
26112482;2009-08-01;Zhao-Lian Chu;Triaquachlorido[3-dimethylamino-1-(2-pyridyl)prop-2-en-1-one-&amp,#954,N1]manganese(II) chloride;
26212549;2012-06-01;Guang-Rui Yang and Juan Ren and Guo-Ting Li;Bis{N2,N6-bis[(pyridin-3-yl)methyl]pyridine-2,6-dicarboxamide-&amp,#954,N}bis(methanol-&amp,#954,O)bis(thiocyanato-&amp,#954,N)cobalt(II);
92215933;2010;M. Lutz and S. Smeets and P. Parois;Catena-Poly[[bis-(ethylenediamine)copper(II)]-μ- sulfato];
39739965;2010-01-01;M. Lutz and S. Smeets and P. Parois;Catena-Poly[[bis-(ethylenediamine)copper(II)]-μ- sulfato];
36153904;2006-01-01;Henrik Birgersson;Development and Assessment of Regeneration Methods for Commercial Automotive Three-Way Catalysts;
295830357;2014; and ANANTA WIKRAMA and  and Ir. Fx.Sukidjo and MT.;PENGARUH INJEKSI UAP AIR TERHADAP KUALITAS EMISI PADASUZUKI SMASH 110;
89360018;2017-01-01;David Texan Wang;The geochemistry of methane isotopologues;
335292106;2017-01-01;P. Bossart and F. Bernier and J. Birkholzer and C. Bruggeman and P. Connolly and S. Dewonck and M. Fukaya and M. Herfort and M. Jensen and J.-M. Matray and J.C. Mayor and A. Moeri and T. Oyama and K. Schuster and N. Shigeta and T. Vietor and K. Wieczorek;Mont Terri rock laboratory, 20 years of research: introduction, site characteristics and overview of experiments;
147381219;2012-01-01;Martin Bojler Görling;Energy system evaluation of thermo-chemical biofuel production : Process development by integration of power cycles and sustainable electricity;
267152366;2018-01-01;Anna Ringsred (Beavers);The potential of the aviation sector to reduce greenhouse gas emissions using biojet fuels;
45603796;2015-01-01;张青 and Qing Zhang;A theory of Ehrenfest dynamics for open systems and its applications;
147918559;2006-06-26;P. Navi and V. Pittet and C. J. G. Plummer;Transient moisture effects on wood creep;
155522982;2007;Chuan-Min Qi and Xu-Xia Sun and Song Gao and Shu-Lan Ma and Da-Qiang Yuan and Cui-Hong Fan and Hai-Bo Huang and Wen-Xiang Zhu;Chlorido-bridged Mn-II Schiff-Base complex with ferromagnetic exchange   interactions;
334497474;2019-07-01;姜坤;咪唑类离子液体力场开发及分子动力学模拟;
41485994;2003;A. Voitkiv and B. Najjari and J. Ullrich;On the Higher-Order Effects in Target Single Ionization by Bare Ions in the Perturbative Regime;
286735229;2016-01-01;Arat H.T. and Baltacioglu M.K. and AydIn K. and Özcanli M.;Experimental investigation of using 30HCNG fuel mixture on a non-modified diesel engine operated with various diesel replacement rates;
70579180;2009;Maria Grahn;Cost-effective fuel and technology choices  in the transportation sector in a future carbon constrained world:  Results from the Global Energy Transition (GET) model;
185279051;2012;G Mudd;Key trends in the resource sustainability of platinum group elements;
44423373;1974-06-01;N. Razeghi and K. Imandel and Gh. Jamshidinia and M. Hakimipour and M.H. Monshi;SULFORDIOXIDE SOURCES OF EMISSION AND ITS CONCENTRATION AT TWO STATIONS OF TEHRAN;
296997848;;Johannes Töpler;Hydrogen as energy-storage-medium and fuel;
25870582;2010-09-01;Burgess Shane C and Bridges Susan M and Paul Debarati and Dandass Yoginder S and Lawrence Mark L;Complete genome and comparative analysis of the chemolithoautotrophic bacterium <b><it>Oligotropha carboxidovorans </it></b>OM5;
70579567;2005;Maryam Mahmoudkhani and Tobias Richards and Hans Theliander;Use of kraft recovery cycle residues in mineralization of forest- Controlling leaching rates of easily/limited soluble species;
210857474;2017-01-01;N. Uehlein and L. Kai and R. Kaldenhoff;Plant Aquaporins and CO2;
50617763;2008-01-01;Bernd Grambow;Mobile fission and activation products in nuclear waste disposal;
162538119;2014-12-16;Elizabeth K.)[ 1 ]  EK (Thomas Thomas and Steven C.)[ 1 ]  SC (Clemens Clemens and Warren L.)[ 1 ]  WL (Prell Prell and Timothy D.)[ 1 ]  TD (Herbert Herbert and Yongsong)[ 1 ]  YS (Huang Huang and Zhengyu)[ 2 ]  ZY (Liu Liu and Jaap S. Sinninghe)[ 3 ]  JSS (Damste Damste and Youbin)[ 4 ]  YB (Sun Sun and Xinyu)[ 5 ]  XY (Wen Wen;Temperature and leaf wax delta H-2 records demonstrate seasonal and regional controls on Asian monsoon proxies;
46819125;2003-01-06;Xavier Bailly;Evolution moléculaire de la fonction de liaison du sulfure d'hydrogène par les hémoglobines de Riftia pachyptila, annélide tubicole des sources hydrothermales profondes;
322918393;2020;Caroline Scheiber;Klimanotstand Zum Stand der Maßnahmen im Verkehr auf Ebene der Gebietskörperschaften;
52664232;1978-12-05;Jacques Crovisier;Contribution à l'étude du milieu interstellaire par l'observation de<br />la raie en absorption à 21 cm de longueur d'onde de l'hydrogène<br />neutre.;
92652463;2015;M. Rodriguez Arredondo and P. Kuntke and A.W. Jeremiasse and T.H.J.A. Sleutels and C.J.N. Buisman and A.  ter Heijne;Bioelectrochemical systems for nitrogen removal and recovery from wastewater;
142679661;2015-11-26;Bellintani Jr. V. and Elfimov A.G. and Elizondo J.I. and Fagundes A.N. and Fonseca A.M.M. and Galvao R.M.O. and Guidolin L. and Kuznetsov Yu.K. and Lerche E.A. and MacHida M. and Mariz C. and Nascimento I.C. and Ribeiro C. and Ruchko L.F. and De Sa W.P. and Sanada E.K. and Severo J.H.F. and Da Silva R.P. and Tsypin V. and Usuriaga O.C. and Vannucci A.;Overview Of Recent Results Of Tcabr;
17039735;;C Raucci and T Smith and N Sabio and D Argyros;Evaluating scenarios for alternative fuels in international shipping;
38627873;2013-11-26;LACAL ARANTEGUI ROBERTO and JAEGER-WALDAU Arnulf and BOCIN DUMITRIU ANDREI and SIGFUSSON BERGUR and ZUBI GHASSAN and MAGAGNA DAVIDE and PEREZ FORTES MARIA DEL MAR and MOSS Raymond and LAZAROU STAVROS and BAXTER David and SCARLAT NICOLAE and GIUNTOLI JACOPO and MORO ALBERTO and PADELLA MONICA and KOUSOULIDOU MARINA and VORKAPIC VELJKO and MARELLI Luisa and STEEN Marc and ZUCKER ANDREAS and MOYA RIVERA JOSE ANTONIO and BLOEM Johannes and GUTIERREZ MOLES CARMEN;2013 Technology Map of the European Strategic Energy Technology Plan (SET-Plan) - Technology Descriptions;
10864084;1993-01-01;Teodora Bagarinao and R. D. Vetter;Sulphide tolerance and adaptation in the California killifish, Fundulus parvipinnis, a salt marsh resident;
37970185;2011-01-01;J Xuan and M Ni and DYC Leung and H Wang and MKH Leung;A computational study of bifunctional oxygen electrode in air-breathing reversible microfluidic fuel cells;
33114245;2014-09-15;Peter M. J. Douglas and Mark Pagani and Timothy I. Eglinton and Mark Brenner and David A. Hodell and Jason H. Curtis and Keith F. Ma and Andy Breckenridge;Pre-aged plant waxes in tropical lake sediments and their influence on the chronology of molecular paleoclimate proxy records;
376331238;2014-09-15;Peter M. J. Douglas and Mark Pagani and Timothy I. Eglinton and Mark Brenner and David A. Hodell and Jason H. Curtis and Keith F. Ma and Andy Breckenridge;Pre-aged plant waxes in tropical lake sediments and their influence on the chronology of molecular paleoclimate proxy records;
18193363;2002-01-01;Lynne A Becker;The role of the alternative sigma factor, sigma(B), in stress response and regulation of virulence in Listeria monocytogenes;
211466674;2010-01-01;Νικόλαος Χατζηγρηγορίου;Study on the barrier properties of polyamide resins;
11747105;1994-01-01;Rüdiger Stein and Hannes Grobe and M. Wahsner;Organic carbon, carbonate, and clay mineral distributions in eastern central Arctic Ocean surface sediments;
11774669;2011-01-01;Marcus Herold;Modelling Stable Isotopes in the Eemian and Holocene Hydrological Cycles;
153209316;2016-01-01;M. (author) Valenti and M.P. (author) Jonsson and G. (author) Biskos and A. (author) Schmidt-Ott and W.A. (author) Smith;Plasmonic nanoparticle-semiconductor composites for efficient solar water splitting;
161574045;2016-03-01;Zhong Hua Chen and Yizhou Wang and Jian Wen Wang and Mohammad Babla and Chenchen Zhao and Carlos Garcia-Mata and Emanuela Sani and Christopher Differ and Michelle Mak and Adrian Hills and Anna Amtmann and Michael R. Blatt;Nitrate reductase mutation alters potassium nutrition as well as nitric oxide-mediated control of guard cell ion channels in Arabidopsis;
322363721;2016-08-08;Madison Bertoch;Catalytic nitrate reduction in drinking water using a trickle bed reactor;
45178058;2007;Frank Nelson Crespilho;Electroactive nanostructured membranes;
160307609;2018-07-26;Anna L. Engelbrektson (5560358) and Yiwei Cheng (2848427) and Christopher G. Hubbard (2848436) and Yong T. Jin (5560355) and Bhavna Arora (3817594) and Lauren M. Tom (150584) and Ping Hu (59156) and Anna-Lena Grauel (5560352) and Mark E. Conrad (581165) and Gary L. Andersen (150589) and Jonathan B. Ajo-Franklin (2848439) and John D. Coates (1636369);Image_2_Attenuating Sulfidogenesis in a Soured Continuous Flow Column System With Perchlorate Treatment.TIFF;
201807434;2018-07-01;Anna L. Engelbrektson and Anna L. Engelbrektson and Yiwei Cheng and Christopher G. Hubbard and Yong T. Jin and Yong T. Jin and Bhavna Arora and Lauren M. Tom and Ping Hu and Anna-Lena Grauel and Mark E. Conrad and Gary L. Andersen and Jonathan B. Ajo-Franklin and John D. Coates and John D. Coates and John D. Coates;Attenuating Sulfidogenesis in a Soured Continuous Flow Column System With Perchlorate Treatment;
161447873;2014-01-01;Amelia Nell Paukert;Mineral Carbonation in Mantle Peridotite of the Samail Ophiolite, Oman: Implications for permanent geological carbon dioxide capture and storage;
25533906;2014-08-01;Hadariah Bahron and Amalina Mohd Tajuddin and Wan Nazihah Wan Ibrahim and Hoong-Kun Fun and Suchada Chantrapromma;Crystal structure of bis{2-[(E)-(4-methoxylbenzyl)iminomethyl]phenolato-κ2N,O1}nickel(II);
26168093;2013-06-01;Raquel G&#225 and Rosa E. Navarro and Herbert H&#246 and Adriana Cruz-Enr&#237 and Jos&#233;Bis{2-[2,5-bis(pyridin-2-yl)-1H-imidazol-4-yl]pyridinium} tetracyanidoplatinate(II) tetrahydrate;
158330675;2015-06-19;Mehmet İlter Özmen;Designing, Producing And Computer Based Controlling Ignition And Injection Units (control Units) Of A Single Rotor Wankel Engine;
106115255;2016-09-15;Manish Mehta;Scaled Rocket Testing in Hypersonic Flow;
22154667;2002;Jonathan D. Romney and Christopher L. Carilli and Thomas H. Troland;VLBA CONTINUUM AND H I ABSORPTION OBSERVATIONS OF THE ULTRA-LUMINOUS INFRARED GALAXY;
41192114;2012-01-01;Martin Bojler Görling;Energy system evaluation of thermo-chemical biofuel production : Process development by integration of power cycles and sustainable electricity;
210542719;2018-11-07;Rim Mouselmani;Réduction des groupes fonctionnels organiques à l'aide d'hypophosphite;
41189415;2004-01-01;Mikael Gröning;Solid-Phase Microextraction in Polymer Analysis - Extraction of Volatiles from Virgin and Recycled Polyamide 6.6;
79798526;2013;Rachid Maamri and Wassily Georgivitsh Dyatshenko and Re Ivanovitsh Varonkov and Oleg Uryevitsh Linkov and Yvan Nikolaevitsh Nikitenko and Yves Dubé and Lotfi Toubal and Agbossou Kodjo;© Science and Education Publishing DOI:10.12691/ajvd-1-2-2 Development of External Combustion Engine;
375536048;2012-12-01;Lee W. G. Morgan;Inertial Confinement Fusion Neutronics;
25715714;2009-07-01;J. W. Gohdes and Lev N. Zakharov and David R. Tyler;trans-Bis(acetonitrile-&amp,#954,N)bis{1,2-bis[bis(3-hydroxypropyl)phosphino]ethane-&amp,#954,2P,P&amp,#8242,}iron(II) dichloride;
27217880;2012-04-01;Hui Li and Qiuping Han and Xiaochuan Chai and Jian Wang and Chenzhong Yao;catena-Poly[[tetrakis(1H-pyrazole-&amp,#954,N2)copper(II)]-&amp,#956,-hexafluoridosilicato-&amp,#954,2F:F&amp,#8242,];
37343075;2011-01-01;Szymanska I.B. and Dobrzanska L.;(Pentafluoropropionato-κO)tetrakis(trimethylphosphine oxide-κO)copper(II) pentafluoropropionate;
78922431;July 2011;Brandi Cron;Geochemical characteristics and microbial diversity of CO2-rich mound springs of the Tierra Amarilla anticline, New Mexico;
334759794;2020-01-01;Matilda Helgesson;Förundersökning av elektrifiering och utfasning av användning av fossilt bränsle på Djurgårdsfärjan i Stockholms stad;
26121216;2011-10-01;Kwang Ha;cis-Aquabis(2,2&amp,#8242,-bipyrimidine-&amp,#954,2N1,N1&amp,#8242,)iodidomanganese(II) iodide monohydrate;
27213145;2013-07-01;Roberto Centore and Mehdi Ahmadi and Andrea Peluso;{4-Bromo-2-[(2-{(ethylsulfanyl)[(2-oxidobenzylidene-&#954,O)amino-&#954,N]methylidene}hydrazinylidene-&#954,N1)methyl]phenolato-&#954,O}(ethanol-&#954,O)dioxidouranium(VI);
26452307;2010-12-01;Dacheng Li and Lei Lv and Shizheng Liu and Jie Yang;Triazidotris[&amp,#956,-2-(2-pyridyl)ethanolato]dicobalt(II) acetonitrile monosolvate;
291790743;2017-08;Kara L Kearney;Experimental and computational approach to investigating charge transfer across semiconductor surfaces;
14958699;2006-03-28;José Armando Santiago Rivera;Pérez Esclarin, Antonio: Educar en el tercer milenio.;
14958703;2006-03-28;Heriberto Gómez and Fernando Ali Guerra G. and Julio R. González Tovar;Geographical information systems (SIGs) in the detection of unstable areas.;
297651789;2018-00-00;Nik Zainun;Effect of heavy metals on biodegradation of phenol by Antarctic bacterium: Arthrobacter bambusae strain AQ5-003;
149529391;2017-05-10;Dong Yang (141041) and Hongjian Zou (3129879) and Yizhou Wu (52735) and Jiafu Shi (1352586) and Shaohua Zhang (109533) and Xiaodong Wang (66801) and Pingping Han (1685431) and Zhenwei Tong (1474276) and Zhongyi Jiang (583925);Constructing Quantum Dots@Flake Graphitic Carbon NitrideIsotype Heterojunctions for Enhanced Visible-Light-Driven NADH Regenerationand Enzymatic Hydrogenation;
200495516;2019-03-04;Abdoulaye Djire (6458165) and Hanyu Zhang (1425250) and Jun Liu (42548) and Elisa M. Miller (1338396) and Nathan R. Neale (1292424);Electrocatalyticand Optoelectronic Characteristicsof the Two-Dimensional Titanium Nitride Ti<sub>4</sub>N<sub>3</sub>T<sub>x</sub> MXene;
322500544;2019;F. Ardente and C. E. L. Latunussa and G. A. Blengini;Resource efficient recovery of critical and precious metals from waste silicon PV panel recycling;
188002919;2016-01-01;Renata Zocatelli and Patricia Moreira-Turcq and Jérémy Jacob and Renato Campello Cordeiro and Mohammed Boussafir and Claude Le Milbeau and Marcelo Bernardes and Bruno Turcq;Holocene land cover dynamics in the Curuai Floodplain inferred from lacustrine biomarkers;
375498224;2014-11-06;E Mahieu and MP Chipperfield and J Notholt and T Reddmann and J Anderson and PF Bernath and T Blumenstock and MT Coffey and SS Dhomse and W Feng and B Franco and L Froidevaux and DWT Griffith and JW Hannigan and F Hase and R Hossaini and NB Jones and I Morino and I Murata and H Nakajima and M Palm and C Paton-Walsh and JMR III and M Schneider and C Servais and D Smale and KA Walker;Recent Northern Hemisphere stratospheric HCl increase due to atmospheric circulation changes;
151420265;2015-04;崔伟;新型钼系复合析氢电催化剂的制备及性能研究;
212236325;2012-05-30;Etienne Fogang Tchonla;SOFC Solid Oxide Fuel Cell power plans for the decentralised electric energy supply;
77556479;2012-03-26;Elmar Recker;Numerical and experimental study of a hydrogen gas turbine combustor using the jet in cross-flow principle;
226446987;2007;P. J. Masson and M. Breschi and P. Tixador and C. A. Luongo;Design of HTS Axial Flux Motor for Aircraft Propulsion;
105059060;2016-08-25;Karl-heinz Dostert and Wiebke Riedel and Aditya Savara and Wei Liu and Martin Oehzelt;Interaction of Isophorone with Pd(111): A Combination of Infrared Reflection−Absorption Spectroscopy, Near-Edge X‑ray Absorption Fine Structure, and Density Functional Theory Studies;
26501721;2008-05-01;G. S. Huang;Diaquabis(pyridine-2-carboxylato-&#954,2N,O)cobalt(II);
226918497;2019-07-08;Erik Lutsch and Kimberly Strong and Dylan B. A. Jones and Ivan Ortega and James Hannigan and Enrico Dammers and Mark W. Shephard and Eleanor Morris and Killian Murphy and Mathew J. Evans and Mark Parrington and Simon Whitburn and Martin Van Damme and Lieven Clarisse and Pierre-François Coheur and Cathy Clerbaux and Betty Croft and Martin V. Martin and Jeffrey R. Pierce and Jenny A. Fisher;Unprecedented atmospheric ammonia concentrations detected in the high Arctic from the 2017 Canadian wildfires;
375578821;2019-07-08;Erik Lutsch and Kimberly Strong and Dylan B.A. Jones and Ivan Ortega and James W. Hannigan and Enrico Dammers and Mark W. Shephard and Eleanor Morris and Killian Murphy and Mathew J. Evans and Mark Parrington and Simon Whitburn and Martin Van Damme and Lieven Clarisse and Pierre-Francois Coheur and Cathy Clerbaux and Betty Croft and Randall V. Martin and Jeffrey R. Pierce and Jenny A. Fisher;Unprecedented atmospheric ammonia concentrations detected in the high Arctic from the 2017 Canadian wildfires;
235570102;2010-06-01;;Milo Canopener (June 1, 2010);
27148427;2008-02-01;Bing Li and Chao Yang and Wujiong Xia and ZhiHui Yi and Xiao Zhang;Poly[[diaqua-&#956,2-4,4&#8242,-bipyridyl-&#956,2-o-phthalato-nickel(II)] dihydrate];
19386108;;Gustavo O Collantes;Stakeholders' Perspectives on Hydrogen Policy: A Factor Analysis;
286035181;2019-01-01;A.T. (author) Çelebi and T.J.H. (author) Vlugt and O. (author) Moultos;Structural, Thermodynamic, and Transport Properties of Aqueous Reline and Ethaline Solutions from Molecular Dynamics Simulations;
297106939;;Ngoc Vu Nguyen and Peifeng Li;Fatigue behaviour of AA6061-T6 alloys in the corrosive environment;
291794603;2020-09-27;Jyeyng Yng Teo;Overcoming the biological barriers to intravenous delivery of stem cells and drugs for the treatment of vascular-related diseases;
287590950;2020-01-01;Gordon N. Inglis and Matthew J. Carmichael and Alexander Farnsworth and Daniel J. Lunt and Richard D. Pancost;A long-term, high-latitude record of Eocene hydrological change in the Greenland region;
154864879;2015-03-12;M. O. Andreae and H. Berresheim and H. Bingemer and Daniel James Jacob and B. L. Lewis and S.-M. Li and R. W. Talbot;The atmospheric sulfur cycle over the Amazon Basin: 2. Wet season;
270324815;2020-01-01;T. T. Koskinen and B. R. Sandel and R. V. Yelle and G. M. Holsclaw and Eric Quémerais;Saturn in Lyman α: A comparison of Cassini and Voyager observations;
275726117;2020-01-01;T. T. Koskinen and B. R. Sandel and R. V. Yelle and G. M. Holsclaw and Eric Quémerais;Saturn in Lyman α: A comparison of Cassini and Voyager observations;
