Id,Date,Auteur,Titre,Langue,MotCle,Pays,Vehicule,Marque,Moteur,Stockage,Production,Domaine
149558308,2017-04-10,AndrewG. Maher (3944360) and Guillaume Passard (1610674) and Dilek K. Dogutan (2040862) and Robert L. Halbach (1558321) and Bryce L. Anderson (1341375) and Christopher J. Gagliardi (2023828) and Masahiko Taniguchi (533807) and Jonathan S. Lindsey (1581841) and Daniel G. Nocera (1341363),Hydrogen Evolution Catalysis by a Sparsely SubstitutedCobalt Chlorin,,,,,,,Solide/,,Astronautique/Chimie/
15145017,2012-07-01,Peta A. Neale and Beate I. Escher and Kai-Uwe Goss and Satoshi Endo,Evaluating dissolved organic carbon-water partitioning using polyparameter linear free energy relationships: Implications for the fate of disinfection by-products,,,,Voiture/,,,,,Transport Personnes/Automobile/Chimie/
150654540,2014-04-01,KrzysztofJ. Podkowa (1827406) and Lee-Ann K. Briere (1767343) and David E. Heinrichs (306130) and Brian H. Shilton (496155),Crystal and Solution Structure Analysis of FhuD2 from <i>Staphylococcus aureus</i> in Multiple Unliganded Conformationsand Bound to Ferrioxamine‑B,,,,,,,,,
287044896,2018-10-24,Kristina Kavelj,The harmful effects of diesel engine exhaust emission on the environment and human health,,,,,,,,,Astronautique/Energies Fossiles/Chimie/
36240751,2012-01-01,Marcus Dahl and Hassan Muhieddine,Sky Oculus- Autonomt spaningsflygplan.,,,,Avion/Hélicoptère/,,Combustion interne/,,,Aéronautique/Transport Marchandises/
297618803,2016-00-00,Nur Asiha Binti Sazali,Proton exchange membrane fuel cell/supercapasitor hybrid power management system for a golf cart,,,,,,Pile à combustible/Hybride/,,,Chimie/
203352843,2002-10-31,Sanguk Kim and Timothy A. Cross,"Uniformity, Ideality, and Hydrogen Bonds in Transmembrane α-Helices ",,,,,,,,,Aéronautique/
40009474,2010-01-01,Andrea Schäfer and Laura Joan Banasiak,Removal of inorganic and trace organic contaminants by electrodialysis,,,Australie/,,,Combustion interne/,,,Chimie/
142901590,2017-01-16,Maiana Brito de Matos,Energy analysis of a wind-photovoltaic hybrid system with electric energy storage by hydrogen and battery bank,,,Brésil/,,,Pile à combustible/Hybride/,,,Energies Renouvelables/
197440403,2016-01-01,Kalyan Chakravarthi Chitrada,Understanding and Enhancing the Photostability of Nanoporous Metal Oxide Thin Films for Solar Hydrogen Generation,,,,,,Combustion interne/Pile à combustible/,,SMR/Electrolyse/Fission photocatalytique/,Agriculture/Transport Marchandises/Performance/Chimie/
100924725,2015-01-02,Harshitha Gudipati,Proton Exchange Membrane fuel cell stack with interleaved boost converter for vehicular applications,,,,,,Combustion interne/Pile à combustible/,,,Chimie/
328162403,2006-03-01,Joseph M. Hank,Comparative Analysis of Two-Stage-to-Orbit Rocket and Airbreathing Reusable Launch Vehicles for Military Applications,,,Etats-Unis/,Fusée/,,,Liquide/,,Militaire/Astronautique/Energies Fossiles/
27232277,2010-02-01,See Mun Lee and Hapipah Mohd Ali and Kong Mun Lo,"[N&amp,#8242,-(5-Bromo-2-oxidobenzylidene-&amp,#954,O)-3-hydroxy-2-naphthohydrazidato-&amp,#954,2N&amp,#8242,,O]dicyclohexyltin(IV)",,,,,,,,,Aéronautique/
199845798,2010-05-10,陳佩旻 and Pei-Min Chen,"Transcriptional regulation of acid, oxidative and metal iontress responses in Streptococcus mutans",,,,,,Combustion interne/Pile à combustible/Hybride/,,,Agriculture/Transport Marchandises/Politique/
26607288,2013-12-01,Francois Michaud and Slaheddine Kamoun and Sahel Karoui and Hassen Chouaib,Bis(2-methoxyanilinium) hexabromidostannate(IV) dihydrate,,,,,,,,,Aéronautique/
26215978,2011-07-01,Muhammed Danish and Sabiha Ghafoor and Nazir Ahmad and Wojciech Starosta and Janusz Leciejewicz,"(Dimethyl sulfoxide-&amp,#954,O)trimethyl(2-methyl-3,5-dinitrobenzoato-&amp,#954,O1)tin(IV)",,,,,,,,,Aéronautique/
25965342,2009-05-01,Sema &amp and Vickie McKee and Vahid Amani and Anita Abedi and Nasser Safari and Mehmet Akkurt,"2,9-Dimethyl-4,7-diphenyl-1,10-phenanthrolin-1-ium tetrachloridoaurate(III)",,,,,,,,,Aéronautique/
26000159,2013-09-01,Rihab Dridi and Saoussen Namouchi Cherni and Mohamed Faouzi Zid and Ahmed Driss,2-Amino-6-methylpyridinium trans-diaquadioxalatochromate(III) monohydrate,,,,,,,,,Aéronautique/
46823898,2013-07-16,Marielle Naah,Impact du développement urbain du bassin versant de la rivière Mingoa sur le lac municipal de Yaoundé (Cameroun),,,Cameroun/,Voiture/,,Combustion interne/,,,Transport Personnes/Politique/Automobile/Performance/Chimie/
109443248,2016-10-13,M. Rudolphi and D. Renusch and H. -e. Zschau and M. Schütze,Hydrogen Detection in Buried Layers of Thermal Barrier Coatings,,,,Avion/,,,,,Aéronautique/Energies Fossiles/
210962426,2018-01-01,F. Frank and P. Jöckel and S. Gromov and M. Dameris,Investigating the yield of H<sub>2</sub>O and H<sub>2</sub> from methane oxidation in the stratosphere,,,,,,Combustion interne/,,,Astronautique/Energies Fossiles/Performance/Chimie/
373121146,2021-01-01,Pierre Gratier and Jérôme Pety and Emeric Bron and Antoine Roueff and Jan H. Orkisz and Maryvonne Gerin and Victor De Souza Magalhaes and Mathilde Gaudel and Maxime Vono and Sébastien Bardeau and Jocelyn Chanussot and Pierre Chainais and Javier R. Goicoechea and Viviana V. Guzmán and Annie Hughes and Jouni Kainulainen and David Languignon and Jacques Le Bourlot and Franck Le Petit and François Levrier and Harvey Liszt and Nicolas Peretto and Evelyne Roueff and Albrecht Sievers,Quantitative inference of the H2 column densities from 3 mm molecular emission: case study towards Orion B,,,,Train/,,,,,Astronautique/Ferroviaire/Energies Fossiles/Chimie/
40155362,2010-01-01,Camille YVER and Philippe BOUSQUET,"Estimation des sources et puits du dihydrogène troposphérique (développements instrumentaux, mesures atmosphériques et assimilation variationnelle)",,,France/,,,Combustion interne/,,,Energies Fossiles/Chimie/
21407754,2011-04-13,J. ˇ Stěpán,ISBN 80-86732-59-2 © MATFYZPRESS Polarized Radiative Transfer in Solar Atmosphere,,,,,,Combustion interne/,Solide/,,Astronautique/Aéronautique/Chimie/
103312430,2012,Jin-li Qi and Wei Xu and Mo K Radiation,Experimental,,,,,,,,,Aéronautique/
72776313,2004-01-01,Zonghua. Chen,Nonlinear stress analysis and design optimization of ultra-high pressure composite vessels.,,,Canada/,Bateau/,,Pile à combustible/,Gaz/,,Politique/Energies Fossiles/
154176054,2016-01-01,Diogo Moisés Ferreira Oliveira,Análise Integração de Armazenamento de Energia na Rede Eléctrica,,,,,,Combustion interne/Pile à combustible/,Gaz/,,Energies Renouvelables/
46432181,2016-01-01,Håkon Sandven,Evaluation of Distribution Function Models for ICRH-induced Impurity Transport in Tokamaks,,,,,,,,,Astronautique/
26572718,2011-05-01,Nan-Nan Huang and Ying-Hui Yu and Ying Liu and Guang-Feng Hou and Jin-Sheng Gao,"[1,2-Bis(pyridin-2-ylmethoxy)benzene-&amp,#954,4N,O,O&amp,#8242,,N&amp,#8242,]bis(nitrato-&amp,#954,O)cobalt(II)",,,,,,,,,Aéronautique/
201743188,2018-09-01,M. Manjunathan and K. Anbalagan and K. Sambathkumar and E. Govindan,"cis-Bromidobis(ethylene-1,2-diamine)(2-methylpropan-1-amine)cobalt(III) dibromide",,,,,,,,,Aéronautique/
211455213,2008-01-01,Σωτηρία Κόντου,Preparation and study of new catalysts for direct ethanol fuel cells,,,,,,Combustion interne/Pile à combustible/,,SMR/Culture d'algues/,Energies Renouvelables/Energies Fossiles/Performance/Chimie/
323427547,2013-01-01,Scarlett J. Widgeon,"Spectroscopic and calorimetric investigation of short and intermediate-range structures and energetics of amorphous SiCO, SiCN, and SiBCN polymer-derived ceramics",,,,,,Combustion interne/Hybride/,,Pyrolyse du méthane/Electrolyse/,Chimie/
45239964,2013,Maiana Brito de Matos,Energy analysis of a wind-photovoltaic hybrid system with electric energy storage by hydrogen and battery bank,,,Brésil/,,,Pile à combustible/Hybride/,,,Energies Renouvelables/
217050623,2011-12-01,Bennett J. Meulendyk,"Design, Fabrication, and Testing of SAW Resonators on Quartz for the Detection of Hydrogen Fluoride",,,,,,Combustion interne/,,,Militaire/Chimie/
89463391,2015-01-01,Gürbüz Habib and Akçay Hüsameddin,Experimental investigation of an improved exhaust recovery system for liquid petroleum gas fueled spark ignition engine,,,,Voiture/,,Combustion interne/,,Electrolyse/,Transport Personnes/Automobile/Energies Fossiles/Performance/
25453962,2005-07-20,J Vasquez and C Cappa and N M McClure-Griffiths,An HI interstellar bubble surrounding WR85 and RCW118,,,,,,,,,Aéronautique/Energies Fossiles/Chimie/
10498221,[2003],Lisa L. Kohout,Fuel Cell Propulsion Systems for an All-Electric Personal Air Vehicle,,,,Avion/,,Combustion interne/Pile à combustible/Hybride/,Liquide/,,Astronautique/Aéronautique/Energies Fossiles/
288504812,2020-01-01,Anirudh Bhanu Teja Nelabhotla,Electrochemical Unit Integration with Biogas Production Processes,,,,,,Combustion interne/Pile à combustible/,,,Energies Renouvelables/Energies Fossiles/Performance/
45257527,2014,Maiana Brito de Matos,Energy analysis of a wind-photovoltaic hybrid system with electric energy storage by hydrogen and battery bank,,,Brésil/,,,Pile à combustible/Hybride/,,,Energies Renouvelables/
153807689,2012-01-01,Thahira Begum and Siti Aminah Omar and Mohamed Ibrahim Mohamed Tahir and Karen Anne Crouse,Bis{S-benzyl 3-[(phenyl)(pyridin-2-yl)- methylidene]dithiocarbazato}zinc acetonitrile monosolvate.,,,,,,,,,Aéronautique/
298022478,2019-07-11,Gabino Lester Martínez Martínez,Nanoestructuras de TiO2 de baja dimensionalidad para la obtención fotocatalítica de hidrógeno,,,,Voiture/,,Pile à combustible/,,SMR/Fission photocatalytique/,Transport Personnes/Automobile/Energies Renouvelables/Energies Fossiles/Chimie/
224600352,2007-02-01,Brett D Williams,"Commercializing Light-Duty Plug-In/Plug-Out Hydrogen-Fuel-Cell Vehicles:“Mobile Electricity” Technologies, Early California Household Markets, and Innovation Management",, Hydrogen-fuel-cell vehicle/ Mobile Electricity innovation/ Plug-in hybrid/ Plug-out hybrid/ Vehicle-to-grid power/ Vehicular distributed generation/ Household market potential/ product development/ market development/,,,,Hybride/,,,Energies Fossiles/
234901610,2015,Gabriel CORREA PERELMUTER and Massimo Santarelli and Fabio Borello and Enrico Cestino and Giulio Romeo,Flight test validation of the dynamic model of a fuel cell system for ultra-light aircraft,,,,Avion/,,Pile à combustible/,,,Astronautique/Aéronautique/
127619235,2017-01-01,Keri Hoadley,Experimental and Observational Studies of Molecular Hydrogen in Interstellar and Circumstellar Environments,,,Etats-Unis/,Fusée/,,,Gaz/Solide/,,Astronautique/Aéronautique/Energies Fossiles/Performance/
27184996,2012-04-01,B.-M. Sinnhuber and C. Senten and C. Servais and M. Schneider and C. P. Rinsland and E. Rozanov and M. Rettinger and Th. Reddmann and U. Raffalski and C. Paton-Walsh and M. Palm and H. Nakajima and I. Murata and I. Morino and B. Monge-Sanz and R. L. Mittermeier and E. Mahieu and R. Lindenmaier and W. Kouker and O. Kirner and Y. Kasai and I. Kaiser and A. Kagawa and N. B. Jones and F. Hase and J. W. Hannigan and K. Hamann and D. W. T. Griffith and A. Goldman and W. Feng and H. Fast and M. T. Coffey and P. Demoulin and Th. Blumenstock and R. D. Blatherwick and R. L. Batchelor and S. Barthlott and M. De Mazière and J. Notholt and M. P. Chipperfield and R. Ruhnke and R. Kohlhepp and D. Smale and K. Strong and R. Sussmann and J. R. Taylor and G. Vanhaelewyn and T. Warneke and C. Whaley and M. Wiehle and S. W. Wood,"Observed and simulated time evolution of HCl, ClONO<sub>2</sub>, and HF total column abundances",,,,,,Combustion interne/,,,Politique/Chimie/
297276253,2009,Anna Katinka Petersen,Atmospheric trace gas measurements in the tropics,,,Suriname/,,,Combustion interne/,Solide/,,Astronautique/Energies Renouvelables/Energies Fossiles/Chimie/
30309629,2015-01-01,Martin Horák,Design of the off-road vehicle,,,,,,Pile à combustible/,,,Energies Fossiles/
26190898,2009-06-01,Li-Jing Cui,"catena-Poly[potassium-di-&amp,#956,-aqua-&amp,#956,-4-(5-tetrazolio)pyridine]",,,,,,,,Electrolyse/,Aéronautique/
143954912,2017-12-07,Thoralf G. Reichel,Vermeidung von Flammenrückschlag in mager vorgemischter Verbrennung von Wasserstoff,,,Etats-Unis/,Camion/Avion/,,Combustion interne/Hybride/,,,Agriculture/Astronautique/Aéronautique/Transport Marchandises/Transport Personnes/Energies Fossiles/
25769414,2011-07-01,Nura Suleiman Gwaram and Hamid Khaledi and Hapipah Mohd Ali,"{N,N-Dimethyl-N&amp,#8242,-[1-(2-pyridyl)ethylidene]ethane-1,2-diamine-&amp,#954,3N,N&amp,#8242,,N&amp,#8242,&amp,#8242,}bis(thiocyanato-&amp,#954,N)copper(II)",,,,,,,,,Militaire/Aéronautique/
216781822,Issued on:,Σπανουδακης Πολυχρονης(http://users.isc.tuc.gr/~pspanoudakis) and Spanoudakis Polychronis(http://users.isc.tuc.gr/~pspanoudakis) and Τσουρβελουδης Νικολαος(http://users.isc.tuc.gr/~ntsourveloudis) and Tsourveloudis Nikolaos(http://users.isc.tuc.gr/~ntsourveloudis) and Κουμαρτζακης Γεωργιος(http://users.isc.tuc.gr/~gkoumartzakis) and Koumartzakis Georgios(http://users.isc.tuc.gr/~gkoumartzakis) and Krahtoudis A.() and Καρπουζης Θεοδοσιος(http://users.isc.tuc.gr/~tkarpouzis) and Karpouzis Theodosios(http://users.isc.tuc.gr/~tkarpouzis) and Τσιναρης Ιωαννης(http://users.isc.tuc.gr/~itsinaris) and Tsinaris Ioannis(http://users.isc.tuc.gr/~itsinaris),Evaluation of a 2-speed Transmission on electric vehicle’s energy consumption,,,,,,Pile à combustible/,,,
148520529,2012,X Shen and T Lee and J Guo and X Wang and P Li and P Xu and Y Wang and Y Ren and W Wang and T Wang and Y Li and SA Carn and JL Collett,Aqueous phase sulfate production in clouds in eastern China,,,Chine/,,,,,,Energies Fossiles/Chimie/
4677779,2005-08-26,Jed Costanza,Degradation of Tetrachloroethylene and Trichloroethylene under Thermal Remediation Conditions,,,,,,Combustion interne/,,,Energies Fossiles/
4689199,2006-10-27,Christopher M. Lang,Development of quaternary ammonium based electrolytes for rechargeable batteries and fuel cells,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,
233841450,2019-08-30,Elliot Padgett,Guiding Development of Fuel Cell Catalysts with Statistically Robust Transmission Electron Microscopy,,,,,,Pile à combustible/,Solide/,Pyrolyse du méthane/,Chimie/
83815701,2002-01-01,Jan-Ola Olsson and Per Tunestål and Bengt Johansson and Scott Fiveland and J. Rey Agama and Dennis N. Assanis,Compression Ratio Influence on Maximum Load of a Natural Gas Fueled HCCI Engine,,,,Camion/,Volvo/,,Gaz/,,Astronautique/Transport Marchandises/Automobile/Energies Fossiles/Performance/
232932238,2019-01-01,Björn Eriksson,Electrochemical evaluation of new materials in polymer electrolyte fuel cells,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Performance/Chimie/
201719927,2017-08-01,Lisheng Liu and Tao Bai and Qingjia Chi and Zhen Wang and Shuang Xu and Qiwen Liu and Qiang Wang,"How to Make a Fast, Efficient Bubble-Driven Micromotor: A Mechanical View",,,,,,Combustion interne/,,,Performance/Chimie/
9662025,2000-04-21,E. J. Grier and Oleg Kolosov and A. K. Petford-Long and R. C. C. Ward and M. R. Wells and B. Hjorvarsson,Structural changes to epitaxial (0001) holmium layers during hydrogen loading,,,,,,,Solide/,,Aéronautique/Chimie/
215298295,2006-01-01,Malee. Santikunaporn,Conversion of alicyclic compounds for improvement of fuel properties.,,,,,,Combustion interne/,,,Politique/Energies Fossiles/Performance/Chimie/
326806460,2020-07-09,T. Botari and W. P. Huhn and V. W.-H. Lau and B. V. Lotsch and V. Blum,Thermodynamic equilibria in carbon nitride photocatalyst materials and conditions for the existence of graphitic carbon nitride g-C3N4,,,,Voiture/,,,,Electrolyse/Fission photocatalytique/,Agriculture/Aéronautique/Transport Personnes/Automobile/Chimie/
7073502,,Gail Taylor,Biofuels and the biorefinery concept,,,,,,,,Electrolyse/,Agriculture/Energies Renouvelables/Energies Fossiles/Chimie/
21392996,2011-03-23,Shih-yun Chang,"A Viable Niche Market--Fuel Cell Scooters in Taiwan Dr. Chunto Tso, Director And",,,,Moto/,,Pile à combustible/,,,Astronautique/Politique/Performance/
23145751,2010,Mark Bartholomä and Hoi Cheung and Kari Darling,"0-Tetrakis(2-pyridylmethyl)pentane-1,5-diamine]bis[dichloridocopper(II)]",,,,,,,,,Aéronautique/Politique/Chimie/
26321704,2012-02-01,Kwang Ha,"(2,3-Di-2-pyridylpyrazine-&amp,#954,2N2,N3)bis(thiocyanato-&amp,#954,S)palladium(II)",,,,,,,,,Militaire/Aéronautique/
231125400,2011-05-10,M. Gacesa and H.-R. Müller and R. Côté and V. Kharchenko,Polarization of the Charge-Exchange X-Rays Induced in the Heliosphere,,,,,,,,,Aéronautique/Energies Fossiles/
47305938,2007-01-01,Mireille Maret and Karine Hostache and Marie-Claude Schouler and Bernadette Marcus and Francine Roussel-Dherbey and Manfred Albrecht and Patrice Gadelle,Oriented growth of single-walled carbon nanotubes on a MgO(0 0 1) surface,,,,,,,,,Aéronautique/Chimie/
38621915,2011-08-24,VEGA BOLIVAR Claudia,SiC-Based Multilayer for Applications in Extreme Environment - H2 Generation Plants,,,,,,Combustion interne/Hybride/,,Thermochimie/,Aéronautique/
224469336,2015-01-01,Daniel Louis Kellenberger,Electrocatalytic Oxidation of Formate with Rh(III) and Co(III) Electrocatalysts,,,,,,Combustion interne/Pile à combustible/,Solide/,,Energies Fossiles/Chimie/
71262966,2010-12-31,Jason Trembly and Brian Turk and Maruthi Pavani and Jon McCarty and Chris Boggs and Aqil Jamal and Raghubir Gupta,CO{sub 2} Reuse in Petrochemical Facilities,,,,,,,,,Energies Fossiles/Performance/Chimie/
161852130,2009-12-01,Blaise Massicot,Étude du système Fe–Ti–V et de ses applications au stockage de l'hydrogène,,,,,,Combustion interne/,Liquide/Solide/,,Transport Marchandises/Energies Fossiles/Chimie/
25788876,2013-07-01,P. S. Kannan and A. S. Ganeshraja and K. Anbalagan and E. Govindan and A. SubbiahPandi,"cis-Bromido(methylamine)bis(propane-1,3-diamine)cobalt(III) dibromide",,,,,,,,,Aéronautique/
200091863,2009-06-01,Iulia Mihai,Novel view to the influence of water on the structure and properties of polyaniline,,,,,,Combustion interne/,,Electrolyse/,
220150242,2017-01-01,David Paul Stechmann,Experimental Study of High-Pressure Rotating Detonation Combustion in Rocket Environments,,,,Fusée/,,Combustion interne/Réaction/,Gaz/,,Astronautique/Energies Fossiles/Performance/Chimie/
21387305,2011-03-22,M. Umit Gumusay A and Alper Unal B and Rukiye Aydın C,USE OF GEOGRAPHICAL INFORMATION SYSTEMS IN ANALYZING VEHICLE EMISSIONS: ISTANBUL AS A CASE STUDY,,,Turquie/,,,Combustion interne/,,,Astronautique/Energies Fossiles/
41355171,2012-07-30,Ioana Fechete and Ye Wang and 王野 and Jacques C. Vedrine,"The past, present and future of heterogeneous catalysis",,,,,,,,Electrolyse/,Energies Renouvelables/Energies Fossiles/Chimie/
23908423,2014-02-03,,708 Notes,,,,,,Combustion interne/,,,
300012794,2012-01-01,Kelven Jian Xiong Lam,An investigation of the electrodeposition of nickel-iron for a novel electrochemical stripping and recovery process,,,,,,Combustion interne/Pile à combustible/,,,Transport Personnes/
195337121,2018,Enrique Chan Gutierrez,International biogas applications,,,Mexique/,,,Combustion interne/,,Culture d'algues/,Agriculture/Performance/
291377391,,D Laria and Jordi Martí Rabassa and Elvira Guàrdia Manuel,Protons in supercritical water: a multistate empirical valence bond study,,,,,,,,,Chimie/
34592542,2010,Nesrin Ozalp and Anoop Kanjirakat,Lagrangian characterization of multi-phase turbulent flow in a solar reactor for particle deposition prediction,,,,,,Combustion interne/,,,Agriculture/Energies Fossiles/Performance/
29217296,2013,van  H. Bokhorst-van de Veen and R.S. Bongers and M. Wels and P.A. Bron and M. Kleerebezem,Transcriptome signatures of class I and III stress response deregulation in Lactobacillus plantarum reveal pleiotropic adaptation,,,,,,,,,Politique/Performance/
53722266,2011-01-01,Marangoni T. and Mezzasalma S.A. and Llanes-Pallas A. and Yoosaf K. and Armaroli N. and Bonifazi D.,Thermosolutal Self-Organization of Supramolecular Polymers into Nanocraters,,,,,,,Solide/,Electrolyse/,Chimie/
227482510,2017-01-01,Lauren A. Garofalo,Investigations of the Isotopic Composition of Trace Gases in the Stratosphere and of the Quantum Dynamics of Non-adiabatic Atomic Collisions,,,,Avion/,,Combustion interne/,,,Astronautique/Aéronautique/Energies Fossiles/Chimie/
147590203,2013-01-01,Xiaowei Song,Surface and Bulk Reactivity of Iron Oxyhydroxides : A Molecular Perspective,,,,,,,Solide/,,Astronautique/Aéronautique/Energies Fossiles/
149604328,2017-02-22,Dirgarini Julia Nurlianti (3770824) Subagyono,Thermo-chemical conversion of biomass for sustainable aviation fuel/fuel additives,,,,,,Combustion interne/,Liquide/Solide/,Pyrolyse du méthane/Electrolyse/Thermochimie/Culture d'algues/,Aéronautique/Transport Marchandises/Transport Personnes/Energies Renouvelables/Energies Fossiles/Performance/Chimie/
199975778,2013-07-16,Marielle Naah,Impact of the urban development of the Mingoa river watershed on the municipal lake of Yaoundé,,,Cameroun/,Voiture/,,Combustion interne/,,,Transport Personnes/Politique/Automobile/Performance/Chimie/
151548292,2012-01-01,Christine Chhun,Axe et rotaxane parapluie : vers de nouveauxtransporteurs transmembranaires de chlorures et de médicaments cycliques,,,Etats-Unis/,,,,,,Transport Marchandises/
294954974,2011,Paul Andre Henri Francois Nieuwenhuis,Clean fuels,,,,,,Hybride/,Gaz/Liquide/,,Energies Fossiles/
291440477,,Albert Cerdán Codina,System level modelling of fuel cell driven electric cars,,,,Voiture/,,Pile à combustible/,,,Automobile/Energies Fossiles/Chimie/
196627425,2011-01-01,Caroline Häggström,Synthesis gas from black liquor : trace components and methanol synthesis,,,Suède/,,,Combustion interne/,,,Militaire/Astronautique/Energies Renouvelables/Energies Fossiles/Performance/Chimie/
291573585,2004-01,Bikash Kumar Panda and Suman Sengupta and Animesh Chakravorty,"Synthesis, structure, and properties of biimidazole-chelated arylruthenium complexes",,,,,,,Gaz/Solide/,,Aéronautique/Performance/
53060174,2008-04-10,Javier Andrés Francesconi,"Modeling, synthesis and optimization of the bioethanol reforming process for production of PEM degree hydrogen",,,,Train/,,Pile à combustible/,,SMR/,Ferroviaire/Performance/Chimie/
200561843,2019-01-07,Jennifer Leduc (6209291) and Yakup Goenuellue (6209294) and Pedram Ghamgosar (3332970) and Shujie You (1284714) and Johanne Mouzon (2310001) and Heechae Choi (1616155) and Alberto Vomiero (1275768) and Matthias Grosch (6209297) and Sanjay Mathur (435598),Electronically-Coupled Phase Boundaries in α‑Fe<sub>2</sub>O<sub>3</sub>/Fe<sub>3</sub>O<sub>4</sub> Nanocomposite Photoanodesfor Enhanced Water Oxidation,,,,,,Combustion interne/Pile à combustible/Hybride/,Solide/,Electrolyse/,Chimie/
344780508,2019-08-27,Dasom Jeon and Jungki Ryu,Interfacial engineering of hematite photoanodes through layer-by-layer assembly for solar water splitting,,,,,,Pile à combustible/,,Electrolyse/Fission photocatalytique/,Performance/Chimie/
226147274,April 1999,Valerie Jane MacKenzie,Photophysics and spectroscopy of tropolone and its van der Waals complexes,,,,Voiture/,,Combustion interne/,Solide/,,Aéronautique/Transport Personnes/Automobile/Performance/Chimie/
217414553,2018-06-02,Dorra Simmons,Survival and Inactivation of Salmonella Enterica and Human Norovirus on Consumer Contact Surfaces,,,,Avion/,,,,,Aéronautique/Politique/
41635313,2014-06-06,陳姿文 and Tzu-Wen Chen,Transport Modeling of Nano-emulsion in the subsurface,,,,,,,,,Energies Fossiles/Chimie/
151633436,2014-04,François Mathieu-Potvin,Modélisation et optimisation des canaux réactifs de microréacteurs et des piles à combustible à hydrogène,,,,Voiture/,,Combustion interne/Pile à combustible/,,Electrolyse/,Politique/Automobile/Performance/Chimie/
224585614,2001-05-01,Elizabeth Deakin and Songju Kim,Transportation Technologies: Implications for Planning,,,,Voiture/,,Combustion interne/Hybride/,,,Transport Marchandises/Transport Personnes/Automobile/Energies Fossiles/
8816241,2011-01-01,Paul Andre Henri Francois Nieuwenhuis,Clean fuels,,,,,,Hybride/,Gaz/Liquide/,,Energies Fossiles/
322740684,2020,Badreddin Radwan,Treatment of a Liquid Al-Si Alloy : Quality Control and Comparison of Two Melt Degassing Processes,,,Chine/,,,,,,Energies Fossiles/Chimie/
199987377,2015-03-25,Juan Carlos Lizardo Huerta,Theoretical study of the mechanisms of combustion of alkenes at low temperature,,,,Voiture/,,,Liquide/,,Automobile/Energies Fossiles/
84017130,2016-06-21,T. Wagner and U. Ermler and S. Shima,MtrA of the sodium ion pumping methyltransferase binds cobalamin in a unique mode,,,,,,,,,Chimie/
23822108,2006,Tom Abel and John H. Wise and Greg L. Bryan,Preprint typeset using L ATEX style emulateapj v. 04/21/05 THE H II REGION OF A PRIMORDIAL STAR,,,,,,,,,Energies Fossiles/Chimie/
142632431,2011-08-30,Kevin Begcy and Eduardo D. Mariano and Lucia Mattiello and Alessandra V. [UNESP] Nunes and Paulo Mazzafera and Ivan de Godoy [UNESP] Maia and Marcelo Menossi,An Arabidopsis Mitochondrial Uncoupling Protein Confers Tolerance to Drought and Salt Stress in Transgenic Tobacco Plants,,,,,,Combustion interne/,,Culture d'algues/,Agriculture/Energies Fossiles/
296745316,2015-11-27,Kevin Begcy and Eduardo D Mariano and Lucia Mattiello and Alessandra V Nunes and Paulo Mazzafera and Ivan G Maia and Marcelo Menossi,An Arabidopsis Mitochondrial Uncoupling Protein Confers Tolerance To Drought And Salt Stress In Transgenic Tobacco Plants.,,,,,,Combustion interne/,,Culture d'algues/,Agriculture/Energies Fossiles/
270334230,2002-01-01,Emmanuel Cosme and Christophe Genthon and Patricia Martinerie and Olivier Boucher and Maï Pham,The sulfur cycle at high-southern latitudes in the LMD-ZT General Circulation Model,,,,,,,,,Energies Fossiles/Chimie/
52020833,2002-05-01,Emmanuel Cosme and Christophe Genthon and Patricia Martinerie and Olivier Boucher and Maï Pham,High-southern latitudes sulfur cycle in an Atmospheric General Circulation Model,,,,,,,Gaz/,,Chimie/
49293152,2012-10-07,Mickaël R. Simond and Karine Ballerat-Busserolles and Jean Yves Coxam and Agilio A. H. Padua,Understanding Alcanolamine-water interactions,,,,,,,,,Energies Fossiles/Chimie/
11421586,2015,Gabriel Correa Perelmuter and Massimo Santarelli and Fabio Borello and Enrico Cestino and Giulio Romeo,Flight test validation of the dynamic model of a fuel cell system for ultra-light aircraft,,,,Avion/,,Pile à combustible/,,,Astronautique/Aéronautique/
71233626,2004-10-06,C. W. Forsberg and P. F. Peterson and L. Ott,The Advanced High-Temperature Reactor (AHTR) for Producing Hydrogen to Manufacture Liquid Fuels,,,Canada/Mexique/Venezuela/Etats-Unis/,,,Combustion interne/,Liquide/,Thermochimie/,Agriculture/Transport Personnes/Energies Renouvelables/Energies Fossiles/Chimie/
10534528,[2006],Bill Emrich and Daniel Kirk,Design Considerations for the Nuclear Thermal Rocket Element Environmental Simulator (NTREES),,,,Fusée/,,,,,Astronautique/Performance/Chimie/
76124733,2017-01-27,Osman Sinan Süslü,Fuel Cell - Heat Engine Hybrid Systems,,,Soudan/,,,Combustion interne/Pile à combustible/Hybride/,,SMR/,Astronautique/Politique/Energies Fossiles/Performance/Chimie/
87799565,2017-09-01,Md. Serajul Haque Faizi and Necmi Dege and Sergey Malinkin,"Crystal structure and DFT study of bis{(S)-2-[(2-hydroxybenzyl)amino]-4-methylpentanoato-κ2N,O}(1,10-phenanthroline-κ2N,N′)nickel(II)",,,,,,,,,Aéronautique/
